Jun 30 06:57:06.757973 np0000038447 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Jun 30 06:57:06.766104 np0000038447 memory_tracker.sh[44453]: [[[
Jun 30 06:57:06.766783 np0000038447 memory_tracker.sh[44470]: Tue Jun 30 06:57:06 UTC 2026
Jun 30 06:57:06.766962 np0000038447 memory_tracker.sh[44453]: ---
Jun 30 06:57:06.821528 np0000038447 memory_tracker.sh[44474]: [iscsid (pid:35367)]=14172KB; [multipathd (pid:387)]=288932KB; [ovs-vswitchd (pid:30950)]=901132KB
Jun 30 06:57:06.827279 np0000038447 memory_tracker.sh[44453]: ]]]
Jun 30 06:57:26.831994 np0000038447 memory_tracker.sh[44453]: [[[
Jun 30 06:57:26.832652 np0000038447 memory_tracker.sh[48050]: Tue Jun 30 06:57:26 UTC 2026
Jun 30 06:57:26.832812 np0000038447 memory_tracker.sh[44453]: ---
Jun 30 06:57:26.832812 np0000038447 memory_tracker.sh[44453]: memory_tracker low_point: 6043776
Jun 30 06:57:26.832812 np0000038447 memory_tracker.sh[44453]: ---
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: MemTotal:        8129368 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: MemFree:          153012 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: MemAvailable:    6043776 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Buffers:          177892 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Cached:          5660728 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SwapCached:            0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Active:          1277292 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Inactive:        5503388 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Active(anon):     990780 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Inactive(anon):   126016 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Active(file):     286512 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Inactive(file):  5377372 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Unevictable:      143600 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Mlocked:          142400 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SwapTotal:       8388604 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SwapFree:        8388336 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Zswap:               360 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Zswapped:             68 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Dirty:            156888 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Writeback:             0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: AnonPages:       1085720 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Mapped:           184788 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Shmem:            154876 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: KReclaimable:     536432 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Slab:             664724 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SReclaimable:     536432 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SUnreclaim:       128292 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: KernelStack:        8716 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: PageTables:        10348 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: SecPageTables:         0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: NFS_Unstable:          0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Bounce:                0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: WritebackTmp:          0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: CommitLimit:    12453288 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Committed_AS:    2879652 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: VmallocTotal:   13743895347199 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: VmallocUsed:       31092 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: VmallocChunk:          0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Percpu:             4960 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: HardwareCorrupted:     0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: AnonHugePages:         0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: ShmemHugePages:        0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: ShmemPmdMapped:        0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: FileHugePages:         0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: FilePmdMapped:         0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Unaccepted:            0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: HugePages_Total:       0
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: HugePages_Free:        0
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: HugePages_Rsvd:        0
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: HugePages_Surp:        0
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Hugepagesize:       2048 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: Hugetlb:               0 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: DirectMap4k:      292716 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: DirectMap2M:     8095744 kB
Jun 30 06:57:26.833583 np0000038447 memory_tracker.sh[48051]: DirectMap1G:     2097152 kB
Jun 30 06:57:26.834374 np0000038447 memory_tracker.sh[44453]: ---
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      43808    5.1          416000          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      46832    1.7          139580      46830   00:00:03        2 rt_mutex_schedule         keystoneuWSGI worker 2
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      46831    1.7          139572      46830   00:00:03        2 ep_poll                   keystoneuWSGI worker 1
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      17532    1.6          136360          1   00:00:03       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      43054    1.5          124636          1   00:00:01        1 -                         /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      30950    1.4          116240          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Jun 30 06:57:26.845081 np0000038447 memory_tracker.sh[48053]:      10908    0.4           40612      10906   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      45554    0.3           27800          1   00:00:00       12 futex_wait_queue          /opt/stack/bin/etcd --name np0000038447 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000038447=http://192.168.1.123:2380 --initial-advertise-peer-urls http://192.168.1.123:2380 --advertise-client-urls http://192.168.1.123:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://192.168.1.123:2379 --log-level=debug
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:        387    0.3           27296          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      39737    0.3           26792          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:       2469    0.3           25644       2468   00:00:00        2 do_wait                   /usr/bin/python3
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      16487    0.2           21764          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:       2251    0.2           21012          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:       1361    0.2           19776          1   00:01:14        2 inet_csk_accept           /usr/bin/python3
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      46830    0.2           19512          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      39772    0.1           15520          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      47156    0.1           15440      47150   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      33292    0.1           15392          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      47155    0.1           14216      47150   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:      35367    0.1           14180          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Jun 30 06:57:26.845415 np0000038447 memory_tracker.sh[48053]:          1    0.1           13952          0   00:00:10        1 ep_poll                   /sbin/init nofb
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:      10906    0.1           13244          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:        504    0.1           13064          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:      47233    0.1           12580          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -l ::1 -P /var/run/memcached/memcached.pid
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:       4682    0.1           12416       2472   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-06-30-065321
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:       4687    0.1           12340       2472   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-06-30-065321.summary.2026-06-30-065321
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:      47846    0.1           11640      47829   00:00:00        1 unix_stream_data_wait     python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin project create invisible_to_admin --domain=default --or-show -f value -c id
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:       1218    0.1           11396          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd --user
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:       2472    0.1           10852       2470   00:00:02        1 pipe_read                 bash ./stack.sh
Jun 30 06:57:26.845627 np0000038447 memory_tracker.sh[48053]:        872    0.1            9764          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-networkd
