Sep 07 05:50:13.329690 np0000044027 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Sep 07 05:50:13.337843 np0000044027 memory_tracker.sh[44428]: [[[
Sep 07 05:50:13.338399 np0000044027 memory_tracker.sh[44443]: Mon Sep  7 05:50:13 UTC 2026
Sep 07 05:50:13.338480 np0000044027 memory_tracker.sh[44428]: ---
Sep 07 05:50:13.401569 np0000044027 memory_tracker.sh[44447]: [iscsid (pid:35390)]=14176KB; [multipathd (pid:374)]=288936KB; [ovs-vswitchd (pid:30926)]=901132KB
Sep 07 05:50:13.405316 np0000044027 memory_tracker.sh[44428]: ]]]
Sep 07 05:50:33.410513 np0000044027 memory_tracker.sh[44428]: [[[
Sep 07 05:50:33.411141 np0000044027 memory_tracker.sh[48142]: Mon Sep  7 05:50:33 UTC 2026
Sep 07 05:50:33.411284 np0000044027 memory_tracker.sh[44428]: ---
Sep 07 05:50:33.411284 np0000044027 memory_tracker.sh[44428]: memory_tracker low_point: 6285424
Sep 07 05:50:33.411284 np0000044027 memory_tracker.sh[44428]: ---
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: MemTotal:        8129356 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: MemFree:          193164 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: MemAvailable:    6285172 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Buffers:          172320 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Cached:          5876772 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SwapCached:            0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Active:          1324928 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Inactive:        5659276 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Active(anon):    1024772 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Inactive(anon):    85084 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Active(file):     300156 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Inactive(file):  5574192 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Unevictable:      143604 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Mlocked:          142404 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SwapTotal:       8388604 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SwapFree:        8388336 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Zswap:               308 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Zswapped:             68 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Dirty:              2916 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Writeback:             0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: AnonPages:       1078800 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Mapped:           183940 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Shmem:            154868 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: KReclaimable:     527376 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Slab:             644860 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SReclaimable:     527376 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SUnreclaim:       117484 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: KernelStack:        8604 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: PageTables:        10260 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: SecPageTables:         0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: NFS_Unstable:          0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Bounce:                0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: WritebackTmp:          0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: CommitLimit:    12453280 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Committed_AS:    2903192 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: VmallocTotal:   13743895347199 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: VmallocUsed:       26944 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: VmallocChunk:          0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Percpu:             4864 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: HardwareCorrupted:     0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: AnonHugePages:         0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: ShmemHugePages:        0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: ShmemPmdMapped:        0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: FileHugePages:         0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: FilePmdMapped:         0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Unaccepted:            0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: HugePages_Total:       0
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: HugePages_Free:        0
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: HugePages_Rsvd:        0
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: HugePages_Surp:        0
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Hugepagesize:       2048 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: Hugetlb:               0 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: DirectMap4k:      270188 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: DirectMap2M:     8118272 kB
Sep 07 05:50:33.411991 np0000044027 memory_tracker.sh[48143]: DirectMap1G:     2097152 kB
Sep 07 05:50:33.412983 np0000044027 memory_tracker.sh[44428]: ---
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      43785    5.1          416448          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      46806    1.7          138728      46805   00:00:03        2 ep_poll                   keystoneuWSGI worker 1
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      46807    1.7          138700      46805   00:00:03        2 -                         keystoneuWSGI worker 2
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      17486    1.7          138668          1   00:00:02       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      30926    1.4          116240          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      43034    1.4          115544          1   00:00:01        1 wait_woken                /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Sep 07 05:50:33.423114 np0000044027 memory_tracker.sh[48145]:      10863    0.4           40644      10861   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      45565    0.3           27700          1   00:00:00       12 futex_wait_queue          /opt/stack/bin/etcd --name np0000044027 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000044027=http://192.168.1.118:2380 --initial-advertise-peer-urls http://192.168.1.118:2380 --advertise-client-urls http://192.168.1.118:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://192.168.1.118:2379 --log-level=debug
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:        374    0.3           27300          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      39737    0.3           26744          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:       2409    0.3           26368       2408   00:00:00        2 do_wait                   /usr/bin/python3
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:       2190    0.2           20920          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      16446    0.2           19980          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:       1301    0.2           19744          1   00:01:14        2 inet_csk_accept           /usr/bin/python3
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      46805    0.2           19516          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      47131    0.1           15784      47125   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      33306    0.1           15592          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      39772    0.1           15592          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      35390    0.1           14184          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:          1    0.1           14024          0   00:00:09        1 ep_poll                   /sbin/init nofb
Sep 07 05:50:33.423428 np0000044027 memory_tracker.sh[48145]:      47129    0.1           13736      47125   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:      10861    0.1           13284          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:        480    0.1           12980          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:      47208    0.1           12628          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -l ::1 -P /var/run/memcached/memcached.pid
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:       4624    0.1           12380       2412   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-09-07-054137
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:       4629    0.1           12304       2412   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-09-07-054137.summary.2026-09-07-054137
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:      48136    0.1           11660      48119   00:00:00        1 unix_stream_data_wait     python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin user create demo --password secretadmin --domain=default --email=demo@example.com --or-show -f value -c id
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:       1160    0.1           11448          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd --user
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:       2412    0.1           10768       2410   00:00:02        1 pipe_read                 bash ./stack.sh
Sep 07 05:50:33.423666 np0000044027 memory_tracker.sh[48145]:        851    0.1            9648          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-networkd
