Aug 03 09:55:40.392470 np0000040856 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Aug 03 09:55:40.402139 np0000040856 memory_tracker.sh[44408]: [[[
Aug 03 09:55:40.402977 np0000040856 memory_tracker.sh[44425]: Mon Aug  3 09:55:40 UTC 2026
Aug 03 09:55:40.403066 np0000040856 memory_tracker.sh[44408]: ---
Aug 03 09:55:40.465144 np0000040856 memory_tracker.sh[44429]: [iscsid (pid:35312)]=14172KB; [multipathd (pid:390)]=288932KB; [ovs-vswitchd (pid:30938)]=901128KB
Aug 03 09:55:40.471261 np0000040856 memory_tracker.sh[44408]: ]]]
Aug 03 09:56:00.476134 np0000040856 memory_tracker.sh[44408]: [[[
Aug 03 09:56:00.477135 np0000040856 memory_tracker.sh[48034]: Mon Aug  3 09:56:00 UTC 2026
Aug 03 09:56:00.477318 np0000040856 memory_tracker.sh[44408]: ---
Aug 03 09:56:00.477318 np0000040856 memory_tracker.sh[44408]: memory_tracker low_point: 6077360
Aug 03 09:56:00.477318 np0000040856 memory_tracker.sh[44408]: ---
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: MemTotal:        8129360 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: MemFree:          143524 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: MemAvailable:    6077364 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Buffers:          177648 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Cached:          5709380 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SwapCached:            4 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Active:          1407868 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Inactive:        5417212 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Active(anon):    1111784 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Inactive(anon):     1008 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Active(file):     296084 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Inactive(file):  5416204 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Unevictable:      143596 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Mlocked:          142396 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SwapTotal:       8388604 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SwapFree:        8388080 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Zswap:               308 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Zswapped:             68 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Dirty:            155660 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Writeback:             0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: AnonPages:       1081840 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Mapped:           185176 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Shmem:            154880 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: KReclaimable:     531104 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Slab:             658100 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SReclaimable:     531104 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SUnreclaim:       126996 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: KernelStack:        8704 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: PageTables:        10332 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: SecPageTables:         0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: NFS_Unstable:          0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Bounce:                0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: WritebackTmp:          0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: CommitLimit:    12453284 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Committed_AS:    2874788 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: VmallocTotal:   13743895347199 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: VmallocUsed:       31084 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: VmallocChunk:          0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Percpu:             4960 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: HardwareCorrupted:     0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: AnonHugePages:         0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: ShmemHugePages:        0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: ShmemPmdMapped:        0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: FileHugePages:         0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: FilePmdMapped:         0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Unaccepted:            0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: HugePages_Total:       0
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: HugePages_Free:        0
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: HugePages_Rsvd:        0
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: HugePages_Surp:        0
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Hugepagesize:       2048 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: Hugetlb:               0 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: DirectMap4k:      288620 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: DirectMap2M:     7051264 kB
Aug 03 09:56:00.478217 np0000040856 memory_tracker.sh[48035]: DirectMap1G:     3145728 kB
Aug 03 09:56:00.478878 np0000040856 memory_tracker.sh[44408]: ---
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      43764    5.1          416164          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      46785    1.7          139848      46784   00:00:03        2 ep_poll                   keystoneuWSGI worker 1
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      46786    1.7          139680      46784   00:00:03        2 -                         keystoneuWSGI worker 2
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      17536    1.6          137648          1   00:00:02       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      42996    1.4          117076          1   00:00:02        1 wait_woken                /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      30938    1.4          116236          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Aug 03 09:56:00.489580 np0000040856 memory_tracker.sh[48037]:      10912    0.5           40704      10910   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      45509    0.3           27832          1   00:00:00       11 futex_wait_queue          /opt/stack/bin/etcd --name np0000040856 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000040856=http://192.168.1.138:2380 --initial-advertise-peer-urls http://192.168.1.138:2380 --advertise-client-urls http://192.168.1.138:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://192.168.1.138:2379 --log-level=debug
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:        390    0.3           27296          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      39658    0.3           26848          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:       2470    0.3           25708       2469   00:00:00        2 do_wait                   /usr/bin/python3
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      16491    0.2           21560          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:       2251    0.2           20936          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:       1363    0.2           19968          1   00:01:13        2 inet_csk_accept           /usr/bin/python3
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      46784    0.2           19468          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      47109    0.1           15572      47105   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      33278    0.1           15428          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      39694    0.1           15396          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      47110    0.1           14620      47105   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:      35312    0.1           14180          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Aug 03 09:56:00.489942 np0000040856 memory_tracker.sh[48037]:          1    0.1           13976          0   00:00:10        1 ep_poll                   /sbin/init nofb
Aug 03 09:56:00.490189 np0000040856 memory_tracker.sh[48037]:      10910    0.1           13232          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 03 09:56:00.490189 np0000040856 memory_tracker.sh[48037]:        508    0.1           12992          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:      47188    0.1           12624          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -l ::1 -P /var/run/memcached/memcached.pid
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:       4685    0.1           12376       2473   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-08-03-095106
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:       4690    0.1           12308       2473   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-08-03-095106.summary.2026-08-03-095106
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:      48029    0.1           11684      48012   00:00:00        1 unix_stream_data_wait     python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin project create demo --domain=default --or-show -f value -c id
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:       1220    0.1           11536          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd --user
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:       2473    0.1           10828       2471   00:00:02        1 pipe_read                 bash ./stack.sh
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:        875    0.1            9752          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-networkd
Aug 03 09:56:00.490418 np0000040856 memory_tracker.sh[48037]:      47105    0.1            9700          1   00:00:00        1 do_select                 /usr/sbin/apache2 -k start
