Sep 09 07:06:54.431551 np0000044261 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Sep 09 07:06:54.439501 np0000044261 memory_tracker.sh[44729]: [[[
Sep 09 07:06:54.440955 np0000044261 memory_tracker.sh[44744]: Wed Sep  9 07:06:54 UTC 2026
Sep 09 07:06:54.441070 np0000044261 memory_tracker.sh[44729]: ---
Sep 09 07:06:54.499912 np0000044261 memory_tracker.sh[44748]: [iscsid (pid:35672)]=14176KB; [multipathd (pid:385)]=420100KB; [ovs-vswitchd (pid:31292)]=901128KB
Sep 09 07:06:54.505680 np0000044261 memory_tracker.sh[44729]: ]]]
Sep 09 07:07:14.510591 np0000044261 memory_tracker.sh[44729]: [[[
Sep 09 07:07:14.511367 np0000044261 memory_tracker.sh[49284]: Wed Sep  9 07:07:14 UTC 2026
Sep 09 07:07:14.511551 np0000044261 memory_tracker.sh[44729]: ---
Sep 09 07:07:14.511551 np0000044261 memory_tracker.sh[44729]: memory_tracker low_point: 6223788
Sep 09 07:07:14.511551 np0000044261 memory_tracker.sh[44729]: ---
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: MemTotal:        8129364 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: MemFree:          203472 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: MemAvailable:    6223032 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Buffers:          176668 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Cached:          5804052 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SwapCached:            4 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Active:          1271340 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Inactive:        5657936 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Active(anon):     997272 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Inactive(anon):   126072 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Active(file):     274068 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Inactive(file):  5531864 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Unevictable:      144200 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Mlocked:          143000 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SwapTotal:       8388604 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SwapFree:        8388336 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Zswap:               336 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Zswapped:             68 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Dirty:            154344 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Writeback:             0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: AnonPages:       1092752 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Mapped:           186908 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Shmem:            154908 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: KReclaimable:     523180 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Slab:             646712 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SReclaimable:     523180 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SUnreclaim:       123532 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: KernelStack:        8704 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: PageTables:        10204 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: SecPageTables:         0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: NFS_Unstable:          0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Bounce:                0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: WritebackTmp:          0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: CommitLimit:    12453284 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Committed_AS:    2899848 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: VmallocTotal:   13743895347199 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: VmallocUsed:       33744 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: VmallocChunk:          0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Percpu:             5088 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: HardwareCorrupted:     0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: AnonHugePages:         0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: ShmemHugePages:        0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: ShmemPmdMapped:        0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: FileHugePages:         0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: FilePmdMapped:         0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Unaccepted:            0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: HugePages_Total:       0
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: HugePages_Free:        0
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: HugePages_Rsvd:        0
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: HugePages_Surp:        0
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Hugepagesize:       2048 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: Hugetlb:               0 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: DirectMap4k:      253804 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: DirectMap2M:     7086080 kB
Sep 09 07:07:14.512238 np0000044261 memory_tracker.sh[49285]: DirectMap1G:     3145728 kB
Sep 09 07:07:14.513298 np0000044261 memory_tracker.sh[44729]: ---
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      44068    5.1          415516          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      47139    1.7          138980      47137   00:00:03        2 -                         keystoneuWSGI worker 2
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      47138    1.7          138928      47137   00:00:03        2 ep_poll                   keystoneuWSGI worker 1
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      17888    1.7          138596          1   00:00:02       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      31292    1.4          116236          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      43333    1.4          116048          1   00:00:01        1 wait_woken                /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Sep 09 07:07:14.523592 np0000044261 memory_tracker.sh[49288]:      11249    0.5           40700      11247   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      45880    0.3           27972          1   00:00:00       11 futex_wait_queue          /opt/stack/bin/etcd --name np0000044261 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000044261=http://10.241.128.119:2380 --initial-advertise-peer-urls http://10.241.128.119:2380 --advertise-client-urls http://10.241.128.119:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://10.241.128.119:2379 --log-level=debug
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:        385    0.3           27900          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      40017    0.3           27000          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:       2795    0.3           26472       2794   00:00:00        2 do_wait                   /usr/bin/python3
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      16834    0.2           22132          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:       2569    0.2           21056          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:       1632    0.2           20536          1   00:01:14        2 inet_csk_accept           /usr/bin/python3
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      47137    0.2           19456          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      47466    0.1           16116      47460   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      33588    0.1           15520          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      40053    0.1           15396          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      35672    0.1           14184          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:          1    0.1           14160          0   00:00:14        1 ep_poll                   /sbin/init nofb
Sep 09 07:07:14.523910 np0000044261 memory_tracker.sh[49288]:      11247    0.1           13252          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:        630    0.1           13028          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:      47465    0.1           12712      47460   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:      47543    0.1           12628          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -l ::1 -P /var/run/memcached/memcached.pid
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:       5011    0.1           12364       2798   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-09-09-070112
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:       5016    0.1           12308       2798   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-09-09-070112.summary.2026-09-09-070112
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:      49152    0.1           11660      49105   00:00:00        1 unix_stream_data_wait     python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin role add anotherrole --user a4b1fd623843424faf44208ba3e75db9 --project fe264ce2ebaa44cdb9507b5e71dde8ac
Sep 09 07:07:14.524195 np0000044261 memory_tracker.sh[49288]:      48960    0.1           11656      48913   00:00:00        1 unix_stream_data_wait     python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin role add member --user a4b1fd623843424faf44208ba3e75db9 --project fe264ce2ebaa44cdb9507b5e71dde8ac
