Aug 11 14:44:28.741096 np0000041606 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Aug 11 14:44:28.749279 np0000041606 memory_tracker.sh[44624]: [[[
Aug 11 14:44:28.750007 np0000041606 memory_tracker.sh[44639]: Tue Aug 11 14:44:28 UTC 2026
Aug 11 14:44:28.750126 np0000041606 memory_tracker.sh[44624]: ---
Aug 11 14:44:28.809290 np0000041606 memory_tracker.sh[44643]: [iscsid (pid:35509)]=14172KB; [multipathd (pid:385)]=288932KB; [ovs-vswitchd (pid:31148)]=901120KB
Aug 11 14:44:28.815276 np0000041606 memory_tracker.sh[44624]: ]]]
Aug 11 14:44:48.820158 np0000041606 memory_tracker.sh[44624]: [[[
Aug 11 14:44:48.821682 np0000041606 memory_tracker.sh[48257]: Tue Aug 11 14:44:48 UTC 2026
Aug 11 14:44:48.821837 np0000041606 memory_tracker.sh[44624]: ---
Aug 11 14:44:48.821837 np0000041606 memory_tracker.sh[44624]: memory_tracker low_point: 6231080
Aug 11 14:44:48.821837 np0000041606 memory_tracker.sh[44624]: ---
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: MemTotal:        8129348 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: MemFree:          199400 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: MemAvailable:    6231080 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Buffers:          196988 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Cached:          5788360 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SwapCached:           32 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Active:          1473088 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Inactive:        5449340 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Active(anon):    1111884 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Inactive(anon):      624 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Active(file):     361204 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Inactive(file):  5448716 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Unevictable:      144432 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Mlocked:          143232 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SwapTotal:       8388604 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SwapFree:        8387824 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Zswap:               724 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Zswapped:            240 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Dirty:            162212 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Writeback:           240 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: AnonPages:       1081380 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Mapped:           187792 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Shmem:            154716 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: KReclaimable:     531476 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Slab:             658448 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SReclaimable:     531476 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SUnreclaim:       126972 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: KernelStack:        8500 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: PageTables:        10188 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: SecPageTables:         0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: NFS_Unstable:          0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Bounce:                0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: WritebackTmp:          0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: CommitLimit:    12453276 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Committed_AS:    2891284 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: VmallocTotal:   13743895347199 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: VmallocUsed:       37380 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: VmallocChunk:          0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Percpu:             4768 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: HardwareCorrupted:     0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: AnonHugePages:         0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: ShmemHugePages:        0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: ShmemPmdMapped:        0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: FileHugePages:         0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: FilePmdMapped:         0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Unaccepted:            0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: HugePages_Total:       0
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: HugePages_Free:        0
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: HugePages_Rsvd:        0
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: HugePages_Surp:        0
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Hugepagesize:       2048 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: Hugetlb:               0 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: DirectMap4k:      259948 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: DirectMap2M:     7079936 kB
Aug 11 14:44:48.821896 np0000041606 memory_tracker.sh[48258]: DirectMap1G:     3145728 kB
Aug 11 14:44:48.822690 np0000041606 memory_tracker.sh[44624]: ---
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      43982    5.1          416308          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      47008    1.7          139840      47006   00:00:03        2 ep_poll                   keystoneuWSGI worker 2
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      47007    1.7          139728      47006   00:00:03        2 rt_mutex_schedule         keystoneuWSGI worker 1
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      17756    1.6          137004          1   00:00:02       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      43195    1.4          117208          1   00:00:02        1 skb_wait_for_more_packets /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      31148    1.4          116228          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Aug 11 14:44:48.833913 np0000041606 memory_tracker.sh[48260]:      10913    0.5           40680      10911   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      45743    0.3           28028          1   00:00:00       12 futex_wait_queue          /opt/stack/bin/etcd --name np0000041606 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000041606=http://10.241.128.124:2380 --initial-advertise-peer-urls http://10.241.128.124:2380 --advertise-client-urls http://10.241.128.124:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://10.241.128.124:2379 --log-level=debug
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:        385    0.3           27296          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      39856    0.3           26812          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:       2311    0.3           26400       2310   00:00:00        2 do_wait                   /usr/bin/python3
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:       2092    0.2           20812          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:       1204    0.2           20524          1   00:01:14        2 inet_csk_accept           /usr/bin/python3
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      16715    0.2           20028          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      47006    0.2           19504          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      33476    0.1           15572          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      39891    0.1           15404          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      47332    0.1           15308      47326   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      47330    0.1           14880      47326   00:00:00       34 pipe_read                 /usr/sbin/apache2 -k start
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:      35509    0.1           14180          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Aug 11 14:44:48.834225 np0000041606 memory_tracker.sh[48260]:          1    0.1           14108          0   00:00:10        1 ep_poll                   /usr/lib/systemd/systemd --system --deserialize=65 nofb
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:      10911    0.1           13352          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:      11463    0.1           13236          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:      47409    0.1           12608          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -l ::1 -P /var/run/memcached/memcached.pid
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:       4526    0.1           12344       2314   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-08-11-143830
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:       4531    0.1           12276       2314   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-08-11-143830.summary.2026-08-11-143830
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:      48253    0.1           11880      48236   00:00:00        1 -                         python3 /opt/stack/devstack/files/openstack-cli-server/openstack --os-cloud devstack-system-admin project create demo --domain=default --or-show -f value -c id
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:       1064    0.1           11176          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd --user --deserialize=24
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:       2314    0.1           10804       2312   00:00:02        1 pipe_read                 bash ./stack.sh
Aug 11 14:44:48.834447 np0000041606 memory_tracker.sh[48260]:        545    0.1            9992          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-logind
